,loss,accuracy,val_loss,val_accuracy
0,0.8943765759468079,0.6854543685913086,1.7228866815567017,0.22255489230155945
1,0.714500367641449,0.7340508103370667,0.8386205434799194,0.7255489230155945
2,0.6628960967063904,0.7510262727737427,0.9257950186729431,0.6626746654510498
3,0.617662787437439,0.7704426646232605,1.0602643489837646,0.688622772693634
4,0.5777040719985962,0.7864196300506592,0.758327841758728,0.7295409440994263
5,0.5396081805229187,0.7994008660316467,0.876294732093811,0.6556886434555054
6,0.504122793674469,0.8122711777687073,1.3810631036758423,0.6556886434555054
7,0.47134292125701904,0.8279152512550354,0.9278237223625183,0.7105788588523865
8,0.42561832070350647,0.8458892703056335,1.1117281913757324,0.6916167736053467
9,0.3770033121109009,0.8616442680358887,0.9740056991577148,0.7165668606758118
10,0.342302143573761,0.8758460283279419,1.0907936096191406,0.667664647102356
11,0.3053132891654968,0.8889381885528564,2.633310317993164,0.6746506690979004
12,0.26305171847343445,0.9071341156959534,1.366028070449829,0.6546906232833862
13,0.2219102531671524,0.9230000972747803,1.017622947692871,0.7155688405036926
14,0.18465518951416016,0.9357594847679138,1.3491246700286865,0.6946107745170593
