,loss,accuracy,val_loss,val_accuracy
0,1.4161523580551147,0.45444685220718384,1.9541536569595337,0.12682926654815674
1,1.1622521877288818,0.5555856823921204,2.243645191192627,0.2512195110321045
2,1.0359218120574951,0.6076464056968689,2.1728410720825195,0.22926829755306244
3,0.9327148199081421,0.6464208364486694,1.6385694742202759,0.3707317113876343
4,0.841888964176178,0.6767895817756653,1.6823718547821045,0.43414634466171265
5,0.7411444783210754,0.7261388301849365,1.6376436948776245,0.48048779368400574
6,0.6536211371421814,0.7570499181747437,1.776126742362976,0.46097561717033386
7,0.5613529086112976,0.7969089150428772,3.049311637878418,0.37317073345184326
8,0.4922688603401184,0.823481559753418,1.777702808380127,0.4536585509777069
9,0.3917122781276703,0.8682212829589844,1.8496447801589966,0.49024391174316406
10,0.30034613609313965,0.9086225628852844,2.041032552719116,0.504878044128418
11,0.24583245813846588,0.9197397232055664,2.1462693214416504,0.46585366129875183
12,0.21475650370121002,0.9349240660667419,1.9136897325515747,0.5560975670814514
13,0.18008451163768768,0.9408893585205078,2.0982437133789062,0.5634146332740784
14,0.1265520453453064,0.9614967703819275,2.169631242752075,0.5219511985778809
