,loss,accuracy,val_loss,val_accuracy
0,1.081672191619873,0.658049464225769,1.0068347454071045,0.6696606874465942
1,0.9396170377731323,0.6803506016731262,0.9273241758346558,0.6896207332611084
2,0.897225558757782,0.6847886443138123,0.8951684832572937,0.6896207332611084
3,0.8601039052009583,0.695328950881958,0.9241824150085449,0.6856287717819214
4,0.8464574813842773,0.6963275074958801,0.8822433948516846,0.6856287717819214
5,0.8268271684646606,0.7012093663215637,0.8622832298278809,0.6906187534332275
6,0.8088873624801636,0.705425500869751,0.8558421730995178,0.697604775428772
7,0.7895877361297607,0.7126373052597046,0.8502469658851624,0.6996008157730103
8,0.7688517570495605,0.7188505530357361,0.8026822805404663,0.7055888175964355
9,0.7536405920982361,0.7207367420196533,0.7843029499053955,0.7215569019317627
10,0.7262856364250183,0.7328303456306458,0.849810779094696,0.6986027956008911
11,0.7067463994026184,0.7410407066345215,0.7878315448760986,0.7235528826713562
12,0.6843810677528381,0.747143030166626,0.7865482568740845,0.7145708799362183
13,0.6728008389472961,0.7544657588005066,0.7356631755828857,0.727544903755188
14,0.6501563787460327,0.7601242661476135,0.7512281537055969,0.7305389046669006
